 id ; data_inversa ; dia_semana ; horario ; uf ; br ; km ; municipio ; causa_acidente ; tipo_acidente ; classificacao_acidente ; fase_dia ; sentido_via ; condicao_metereologica ; tipo_pista ; tracado_via ; uso_solo ; pessoas ; mortos ; feridos_leves ; feridos_graves ; ilesos ; ignorados ; feridos ; veiculos ; latitude ; longitude ; regional ; delegacia ; uop 
501706;2023-01-28; sábado ; 11:50:00 ; RJ ;40;58; PETROPOLIS ; Velocidade Incompatível ; Tombamento ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Dupla ; Curva ; Não ;1;0;0;1;0;0;1;1;-22,378777;-43,131523; SPRF-RJ ; DEL06-RJ ; UOP01-DEL06-RJ 
501709;2023-01-28; sábado ; 13:10:00 ; MG ;40;190,1; JOAO PINHEIRO ; Acessar a via sem observar a presença dos outros veículos ; Colisão transversal ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Simples ; Reta ; Não ;3;0;2;0;1;0;2;2;-17,9996258;-45,89753996; SPRF-MG ; DEL14-MG ; UOP02-DEL14-MG 
501714;2023-01-28; sábado ; 08:30:00 ; BA ;116;572; BREJOES ; Demais falhas mecânicas ou elétricas ; Incêndio ; Sem Vítimas ; Pleno dia ; Crescente ; Céu Claro ; Simples ; Reta ; Sim ;1;0;0;0;1;0;0;1;-13,07647;-39,96176; SPRF-BA ; DEL03-BA ; UOP02-DEL03-BA 
501718;2023-01-28; sábado ; 11:35:00 ; RJ ;101;304; SAO GONCALO ; Ausência de reação do condutor ; Engavetamento ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Dupla ; Reta ; Não ;5;0;3;0;2;0;3;4;-22,78491869;-42,98627706; SPRF-RJ ; DEL02-RJ ; UOP02-DEL02-RJ 
501723;2023-01-20; sexta-feira ; 23:25:00 ; MA ;135;3,1; SAO LUIS ; Ausência de reação do condutor ; Colisão traseira ; Com Vítimas Feridas ; Plena Noite ; Decrescente ; Ignorado ; Dupla ; Não Informado ; Sim ;2;0;0;1;1;0;1;2;-2,652;-44,306; SPRF-MA ; DEL01-MA ; UOP01-DEL01-MA 
501732;2023-01-28; sábado ; 10:00:00 ; MT ;70;499; CUIABA ; Reação tardia ou ineficiente do condutor ; Saída de leito carroçável ; Sem Vítimas ; Pleno dia ; Crescente ; Nublado ; Simples ; Reta ; Não ;1;0;0;0;1;0;0;1;-15,68436834;-56,017111; SPRF-MT ; DEL01-MT ; UOP02-DEL01-MT 
501734;2023-01-28; sábado ; 09:30:00 ; MG ;116;204; CARAI ; Reação tardia ou ineficiente do condutor ; Tombamento ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Dupla ; Não Informado ; Não ;1;0;1;0;0;0;1;1;-17,275456;-41,51381; SPRF-MG ; DEL11-MG ; UOP01-DEL11-MG 
501753;2023-01-28; sábado ; 08:30:00 ; MG ;381;375; SAO GONCALO DO RIO ABAIXO ; Reação tardia ou ineficiente do condutor ; Tombamento ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Simples ; Curva ; Não ;2;0;0;1;1;0;1;2;-19,83666149;-43,33681685; SPRF-MG ; DEL01-MG ; UOP01-DEL01-MG 
501770;2023-01-28; sábado ; 17:35:00 ; GO ;40;12; LUZIANIA ; Manobra de mudança de faixa ; Colisão traseira ; Sem Vítimas ; Pleno dia ; Crescente ; Céu Claro ; Dupla ; Reta ; Sim ;2;0;0;0;2;0;0;2;-16,145123;-47,945382; SPRF-DF ; DEL01-DF ; UOP01-DEL01-DF 
501771;2023-01-28; sábado ; 15:30:00 ; RS ;290;40,6; SANTO ANTONIO DA PATRULHA ; Retorno proibido ; Colisão traseira ; Com Vítimas Fatais ; Pleno dia ; Decrescente ; Céu Claro ; Múltipla ; Reta ; Não ;8;1;0;4;1;2;4;3;-29,88628101;-50,65860271; SPRF-RS ; DEL03-RS ; UOP01-DEL03-RS 
501778;2023-01-28; sábado ; 14:50:00 ; PB ;412;142,5; MONTEIRO ; Ultrapassagem Indevida ; Colisão frontal ; Com Vítimas Fatais ; Pleno dia ; Crescente ; Céu Claro ; Simples ; Não Informado ; Não ;2;1;0;0;1;0;0;2;-7,878574;-37,099098; SPRF-PB ; DEL02-PB ; UOP02-DEL02-PB 
501779;2023-01-28; sábado ; 17:00:00 ; MG ;251;298; SALINAS ; Reação tardia ou ineficiente do condutor ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Simples ; Não Informado ; Não ;2;0;1;0;1;0;1;2;-16,12160476;-42,2187392; SPRF-MG ; DEL12-MG ; UOP01-DEL12-MG 
501783;2023-01-28; sábado ; 18:59:00 ; BA ;20;158; SAO DESIDERIO ; Ausência de reação do condutor ; Colisão com objeto ; Com Vítimas Feridas ; Plena Noite ; Crescente ; Céu Claro ; Simples ; Reta ; Não ;2;0;1;1;0;0;2;2;-12,5959;-45,9103; SPRF-BA ; DEL10-BA ; UOP01-DEL10-BA 
501800;2023-01-28; sábado ; 15:40:00 ; MG ;251;454; GRAO MOGOL ; Velocidade Incompatível ; Colisão lateral sentido oposto ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Chuva ; Simples ; Não Informado ; Não ;5;0;2;0;2;1;2;2;-16,42559253;-43,33498612; SPRF-MG ; DEL12-MG ; UOP01-DEL12-MG 
501806;2023-01-28; sábado ; 15:30:00 ; MT ;163;990; TERRA NOVA DO NORTE ; Manobra de mudança de faixa ; Colisão lateral mesmo sentido ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Garoa/Chuvisco ; Simples ; Reta ; Não ;2;0;1;0;1;0;1;2;-10,68977276;-55,12810486; SPRF-MT ; DEL06-MT ; UOP03-DEL06-MT 
501811;2023-01-20; sexta-feira ; 19:20:00 ; SP ;116;25,8; LAVRINHAS ; Ausência de reação do condutor ; Colisão traseira ; Com Vítimas Feridas ; Plena Noite ; Crescente ; Garoa/Chuvisco ; Múltipla ; Reta ; Não ;4;0;2;0;2;0;2;2;-22,60592606;-44,89504495; SPRF-SP ; DEL08-SP ; UOP02-DEL08-SP 
501823;2023-01-28; sábado ; 20:00:00 ; RS ;471;191,1; PANTANO GRANDE ; Acessar a via sem observar a presença dos outros veículos ; Colisão lateral mesmo sentido ; Sem Vítimas ; Plena Noite ; Decrescente ; Nublado ; Simples ; Reta ; Não ;3;0;0;0;3;0;0;2;-30,131404;-52,369771; SPRF-RS ; DEL02-RS ; UOP03-DEL02-RS 
501827;2023-01-28; sábado ; 20:20:00 ; MA ;316;561,1; CAXIAS ; Ausência de reação do condutor ; Colisão traseira ; Com Vítimas Fatais ; Plena Noite ; Crescente ; Céu Claro ; Simples ; Reta ; Não ;2;1;0;0;1;0;0;2;-4,893173;-43,275978; SPRF-MA ; DEL03-MA ; UOP02-DEL03-MA 
501833;2023-01-29; domingo ; 00:10:00 ; ES ;101;122,9; LINHARES ; Condutor Dormindo ; Tombamento ; Com Vítimas Feridas ; Plena Noite ; Crescente ; Céu Claro ; Simples ; Não Informado ; Não ;1;0;1;0;0;0;1;1;-19,16016593;-40,08315314; SPRF-ES ; DEL04-ES ; UOP01-DEL04-ES 
501834;2023-01-28; sábado ; 18:40:00 ; RO ;364;49; VILHENA ; Reação tardia ou ineficiente do condutor ; Colisão traseira ; Com Vítimas Fatais ; Anoitecer ; Decrescente ; Céu Claro ; Simples ; Não Informado ; Não ;2;1;0;0;1;0;0;2;-12,55924713;-60,35437725; SPRF-RO ; DEL04-RO ; UOP01-DEL04-RO 
501836;2023-01-28; sábado ; 17:20:00 ; PA ;230;1113; ITAITUBA ; Reação tardia ou ineficiente do condutor ; Saída de leito carroçável ; Sem Vítimas ; Anoitecer ; Decrescente ; Céu Claro ; Simples ; Curva ; Não ;1;0;0;0;1;0;0;1;-4,39947138;-55,91972351; SPRF-PA ; DEL05-PA ; UOP01-DEL05-PA 
501868;2023-01-29; domingo ; 04:30:00 ; PI ;316;106; PASSAGEM FRANCA DO PIAUI ; Ausência de reação do condutor ; Saída de leito carroçável ; Com Vítimas Fatais ; Amanhecer ; Decrescente ; Céu Claro ; Simples ; Reta ; Não ;1;1;0;0;0;0;0;1;-5,85744545;-42,44014183; SPRF-PI ; DEL04-PI ; UOP02-DEL04-PI 
501886;2023-01-21; sábado ; 09:30:00 ; GO ;153;518; HIDROLANDIA ; Reação tardia ou ineficiente do condutor ; Saída de leito carroçável ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Nublado ; Dupla ; Não Informado ; Não ;3;0;1;0;2;0;1;2;-16,867;-49,2505; SPRF-GO ; DEL01-GO ; UOP03-DEL01-GO 
501890;2023-01-27; sexta-feira ; 08:50:00 ; MT ;364;391; CUIABA ; Acumulo de óleo sobre o pavimento ; Colisão com objeto ; Sem Vítimas ; Pleno dia ; Decrescente ; Chuva ; Dupla ; Curva ; Não ;1;0;0;0;1;0;0;1;-15,70133417;-55,863696; SPRF-MT ; DEL01-MT ; UOP02-DEL01-MT 
501898;2023-01-29; domingo ; 03:57:00 ; MG ;116;176; GOVERNADOR VALADARES ; Demais falhas na via ; Colisão lateral sentido oposto ; Com Vítimas Feridas ; Plena Noite ; Crescente ; Céu Claro ; Simples ; Reta ; Não ;3;0;1;0;2;0;1;2;-18,9848253;-42,1076068; SPRF-MG ; DEL11-MG ; UOP02-DEL11-MG 
501903;2023-01-21; sábado ; 15:30:00 ; RJ ;116;170; RIO DE JANEIRO ; Demais falhas mecânicas ou elétricas ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Múltipla ; Reta ; Sim ;3;0;1;0;2;0;1;2;-22,81113183;-43,3336729; SPRF-RJ ; DEL01-RJ ; UOP02-DEL01-RJ 
501905;2023-01-29; domingo ; 11:15:00 ; ES ;101;65; SAO MATEUS ; Entrada inopinada do pedestre ; Atropelamento de Pedestre ; Com Vítimas Fatais ; Pleno dia ; Crescente ; Sol ; Simples ; Reta ; Sim ;5;1;0;1;1;2;1;1;-18,70935945;-39,87762087; SPRF-ES ; DEL04-ES ; UOP02-DEL04-ES 
501918;2023-01-29; domingo ; 12:15:00 ; SC ;101;157,9; PORTO BELO ; Manobra de mudança de faixa ; Saída de leito carroçável ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Nublado ; Dupla ; Retorno Regulamentado ; Não ;2;0;1;0;1;0;1;2;-27,181625;-48,6121179; SPRF-SC ; DEL04-SC ; UOP03-DEL04-SC 
501920;2023-01-29; domingo ; 12:50:00 ; RS ;392;73,3; PELOTAS ; Manobra de mudança de faixa ; Colisão lateral mesmo sentido ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Simples ; Reta ; Não ;3;0;1;0;2;0;1;2;-31,71122878;-52,39860535; SPRF-RS ; DEL07-RS ; UOP01-DEL07-RS 
501928;2023-01-28; sábado ; 05:30:00 ; PA ;230;1113; ITAITUBA ; Transitar na contramão ; Colisão frontal ; Com Vítimas Fatais ; Amanhecer ; Crescente ; Nublado ; Simples ; Reta ; Não ;2;1;0;0;1;0;0;2;-4,38841572;-55,95823467; SPRF-PA ; DEL05-PA ; UOP01-DEL05-PA 
501943;2023-01-29; domingo ; 15:00:00 ; SP ;116;22; LAVRINHAS ; Velocidade Incompatível ; Saída de leito carroçável ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Dupla ; Não Informado ; Não ;1;0;1;0;0;0;1;1;-22,58368521;-44,87772952; SPRF-SP ; DEL08-SP ; UOP02-DEL08-SP 
501951;2023-01-29; domingo ; 15:20:00 ; BA ;116;687,5; JEQUIE ; Ingestão de álcool pelo condutor ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Simples ; Reta ; Não ;3;0;1;1;1;0;2;2;-13,9121709;-40,15218318; SPRF-BA ; DEL03-BA ; UOP01-DEL03-BA 
501952;2023-01-29; domingo ; 16:00:00 ; SP ;116;315; JUQUITIBA ; Condutor Dormindo ; Colisão lateral mesmo sentido ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Nublado ; Dupla ; Reta ; Não ;3;0;1;0;2;0;1;2;-23,90251888;-46,99049317; SPRF-SP ; DEL04-SP ; UOP03-DEL04-SP 
501960;2023-01-29; domingo ; 15:41:00 ; PI ;316;6; TERESINA ; Condutor deixou de manter distância do veículo da frente ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Sol ; Dupla ; Reta ; Sim ;2;0;1;0;1;0;1;2;-5,14702095;-42,77438982; SPRF-PI ; DEL01-PI ; UOP02-DEL01-PI 
501966;2023-01-29; domingo ; 15:15:00 ; MG ;262;612,9; IBIA ; Curva acentuada ; Saída de leito carroçável ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Garoa/Chuvisco ; Simples ; Não Informado ; Não ;1;0;0;1;0;0;1;1;-19,59587062;-46,30033692; SPRF-MG ; DEL08-MG ; UOP02-DEL08-MG 
501969;2023-01-29; domingo ; 16:20:00 ; PR ;476;192; LAPA ; Reação tardia ou ineficiente do condutor ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Chuva ; Simples ; Curva ; Não ;2;0;0;1;1;0;1;2;-25,73175366;-49,70347881; SPRF-PR ; DEL01-PR ; UAP06-DEL01-PR 
501973;2023-01-29; domingo ; 15:00:00 ; MG ;251;311; SALINAS ; Ausência de reação do condutor ; Saída de leito carroçável ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Simples ; Curva ; Não ;1;0;0;1;0;0;1;1;-16,140538;-42,268272; SPRF-MG ; DEL12-MG ; UOP01-DEL12-MG 
501984;2023-01-29; domingo ; 15:25:00 ; AC ;364;9; ACRELANDIA ; Pista esburacada ; Colisão transversal ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Simples ; Não Informado ; Não ;3;0;1;0;2;0;1;2;-9,81434266;-66,86525345; SPRF-AC ; N/A ; UOP03-DEL01-AC 
501985;2023-01-29; domingo ; 16:52:00 ; PE ;407;100; PETROLINA ; Frear bruscamente ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Simples ; Reta ; Não ;3;0;1;0;2;0;1;2;-9,17695798;-40,63468679; SPRF-PE ; DEL06-PE ; UOP01-DEL06-PE 
501995;2023-01-29; domingo ; 16:50:00 ; TO ;153;455; BARROLANDIA ; Pista Escorregadia ; Colisão frontal ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Chuva ; Simples ; Reta ; Não ;4;0;0;3;1;0;3;2;-9,870686;-48,72482897; SPRF-TO ; DEL01-TO ; UOP01-DEL01-TO 
501997;2023-01-29; domingo ; 17:10:00 ; RS ;153;18,9; SEVERIANO DE ALMEIDA ; Ultrapassagem Indevida ; Colisão frontal ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Chuva ; Simples ; Curva ; Não ;4;0;0;2;1;1;2;2;-27,457563;-52,088527; SPRF-RS ; DEL08-RS ; UOP04-DEL08-RS 
501998;2023-01-29; domingo ; 17:00:00 ; RJ ;116;327; ITATIAIA ; Chuva ; Colisão com objeto ; Com Vítimas Feridas ; Anoitecer ; Crescente ; Chuva ; Dupla ; Não Informado ; Não ;1;0;1;0;0;0;1;1;-22,50162452;-44,58807495; SPRF-RJ ; DEL07-RJ ; UOP02-DEL07-RJ 
502001;2023-01-29; domingo ; 17:05:00 ; PR ;153;326; IRATI ; Transitar na contramão ; Colisão lateral sentido oposto ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Simples ; Reta ; Não ;2;0;1;0;1;0;1;2;-25,426947;-50,609763; SPRF-PR ; DEL08-PR ; UOP02-DEL08-PR 
502003;2023-01-29; domingo ; 17:04:00 ; MG ;381;873,1; ESTIVA ; Velocidade Incompatível ; Tombamento ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Nublado ; Dupla ; Não Informado ; Não ;3;0;1;2;0;0;3;1;-22,450796;-46,000139; SPRF-MG ; DEL16-MG ; UOP01-DEL16-MG 
502006;2023-01-29; domingo ; 13:05:00 ; MT ;364;533; ROSARIO OESTE ; Reação tardia ou ineficiente do condutor ; Colisão traseira ; Com Vítimas Fatais ; Pleno dia ; Decrescente ; Céu Claro ; Simples ; Reta ; Não ;2;1;0;0;1;0;0;2;-14,91601;-56,474711; SPRF-MT ; DEL01-MT ; UOP01-DEL01-MT 
502012;2023-01-29; domingo ; 18:13:00 ; RS ;386;426,1; MONTENEGRO ; Condutor usando celular ; Colisão com objeto ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Sol ; Múltipla ; Reta ; Não ;1;0;0;1;0;0;1;1;-29,819479;-51,36208; SPRF-RS ; DEL01-RS ; UOP01-DEL01-RS 
502016;2023-01-29; domingo ; 18:30:00 ; SP ;116;339; JUQUITIBA ; Ausência de reação do condutor ; Tombamento ; Com Vítimas Feridas ; Anoitecer ; Decrescente ; Céu Claro ; Dupla ; Curva ; Não ;1;0;1;0;0;0;1;1;-23,9983939;-47,14927316; SPRF-SP ; DEL04-SP ; UOP03-DEL04-SP 
502018;2023-01-29; domingo ; 19:30:00 ; MG ;153;74,7; MONTE ALEGRE DE MINAS ; Transitar na contramão ; Colisão lateral sentido oposto ; Com Vítimas Feridas ; Plena Noite ; Decrescente ; Nublado ; Simples ; Não Informado ; Não ;3;0;1;0;2;0;1;3;-19,01386516;-49,01652635; SPRF-MG ; DEL15-MG ; UOP03-DEL15-MG 
502023;2023-01-29; domingo ; 11:00:00 ; MG ;251;477; FRANCISCO SA ; Ingestão de álcool pelo condutor ; Colisão traseira ; Sem Vítimas ; Pleno dia ; Decrescente ; Nublado ; Simples ; Não Informado ; Não ;2;0;0;0;2;0;0;2;-16,468982;-43,48431; SPRF-MG ; DEL12-MG ; UOP01-DEL12-MG 
502024;2023-01-29; domingo ; 20:25:00 ; PI ;343;267,7; CAMPO MAIOR ; Acessar a via sem observar a presença dos outros veículos ; Colisão transversal ; Com Vítimas Feridas ; Plena Noite ; Decrescente ; Nublado ; Simples ; Reta ; Sim ;2;0;0;1;1;0;1;2;-4,841072;-42,186467; SPRF-PI ; DEL01-PI ; UOP03-DEL01-PI 
502028;2023-01-29; domingo ; 19:45:00 ; MG ;116;536,1; SANTA RITA DE MINAS ; Reação tardia ou ineficiente do condutor ; Colisão lateral sentido oposto ; Com Vítimas Feridas ; Plena Noite ; Crescente ; Céu Claro ; Simples ; Curva ; Não ;4;0;2;1;1;0;3;3;-19,8582936;-42,1353868; SPRF-MG ; DEL06-MG ; UOP02-DEL06-MG 
502043;2023-01-29; domingo ; 20:45:00 ; MG ;40;278,7; TRES MARIAS ; Ingestão de álcool pelo condutor ; Colisão lateral sentido oposto ; Sem Vítimas ; Plena Noite ; Crescente ; Nublado ; Simples ; Reta ; Sim ;2;0;0;0;2;0;0;2;-18,220313;-45,220762; SPRF-MG ; DEL14-MG ; UOP02-DEL14-MG 
502047;2023-01-29; domingo ; 20:00:00 ; MT ;163;495; JANGADA ; Ingestão de álcool pelo condutor ; Colisão lateral sentido oposto ; Sem Vítimas ; Plena Noite ; Decrescente ; Céu Claro ; Simples ; Reta ; Sim ;2;0;0;0;2;0;0;2;-15,23361921;-56,49442139; SPRF-MT ; DEL01-MT ; UOP01-DEL01-MT 
502054;2023-01-29; domingo ; 23:41:00 ; ES ;101;207; JOAO NEIVA ; Transitar na contramão ; Colisão frontal ; Com Vítimas Feridas ; Plena Noite ; Crescente ; Céu Claro ; Simples ; Reta ; Sim ;2;0;0;1;1;0;1;2;-19,77204724;-40,37105854; SPRF-ES ; DEL02-ES ; UOP01-DEL02-ES 
502064;2023-01-30; segunda-feira ; 01:00:00 ; MG ;354;743,2; POUSO ALTO ; Velocidade Incompatível ; Eventos atípicos ; Com Vítimas Feridas ; Plena Noite ; Crescente ; Nublado ; Simples ; Não Informado ; Não ;8;0;2;0;5;1;2;6;-22,2393211;-44,93648355; SPRF-MG ; DEL17-MG ; UOP01-DEL17-MG 
502072;2023-01-30; segunda-feira ; 03:15:00 ; SP ;116;210,6; GUARULHOS ; Ausência de reação do condutor ; Colisão traseira ; Com Vítimas Feridas ; Amanhecer ; Decrescente ; Garoa/Chuvisco ; Dupla ; Não Informado ; Sim ;2;0;0;1;1;0;1;2;-23,42870023;-46,41085991; SPRF-SP ; DEL01-SP ; UOP01-DEL01-SP 
502080;2023-01-30; segunda-feira ; 06:45:00 ; MG ;50;6,7; ARAGUARI ; Condutor Dormindo ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Sol ; Dupla ; Não Informado ; Não ;2;0;1;0;1;0;1;2;-18,479169;-48,048817; SPRF-MG ; DEL15-MG ; UOP02-DEL15-MG 
502084;2023-01-29; domingo ; 22:20:00 ; BA ;110;164; RIBEIRA DO POMBAL ; Condutor deixou de manter distância do veículo da frente ; Colisão traseira ; Com Vítimas Feridas ; Plena Noite ; Crescente ; Céu Claro ; Simples ; Reta ; Não ;4;0;0;1;3;0;1;2;-10,79019688;-38,52063631; SPRF-BA ; DEL07-BA ; UOP02-DEL07-BA 
502088;2023-01-30; segunda-feira ; 07:20:00 ; CE ;116;19; EUSEBIO ; Condutor deixou de manter distância do veículo da frente ; Colisão traseira ; Sem Vítimas ; Pleno dia ; Decrescente ; Chuva ; Dupla ; Reta ; Não ;3;0;0;0;3;0;0;3;-3,91384397;-38,50667231; SPRF-CE ; DEL01-CE ; UOP02-DEL01-CE 
502089;2023-01-30; segunda-feira ; 06:20:00 ; GO ;20;171,9; ALVORADA DO NORTE ; Condutor Dormindo ; Saída de leito carroçável ; Com Vítimas Feridas ; Amanhecer ; Crescente ; Céu Claro ; Simples ; Reta ; Não ;2;0;1;0;1;0;1;1;-14,54026;-46,54623; SPRF-DF ; DEL02-DF ; UOP03-DEL02-DF 
502091;2023-01-30; segunda-feira ; 05:10:00 ; RJ ;40;111; DUQUE DE CAXIAS ; Condutor deixou de manter distância do veículo da frente ; Engavetamento ; Com Vítimas Feridas ; Amanhecer ; Crescente ; Céu Claro ; Dupla ; Reta ; Sim ;4;0;1;0;3;0;1;3;-22,691868;-43,287453; SPRF-RJ ; DEL01-RJ ; UOP01-DEL01-RJ 
502097;2023-01-30; segunda-feira ; 07:50:00 ; ES ;101;265; SERRA ; Reação tardia ou ineficiente do condutor ; Colisão lateral mesmo sentido ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Dupla ; Reta ; Sim ;5;0;0;1;4;0;1;4;-20,1816849;-40,26536036; SPRF-ES ; DEL02-ES ; UOP01-DEL02-ES 
502104;2023-01-30; segunda-feira ; 07:50:00 ; SP ;381;37,2; ATIBAIA ; Condutor deixou de manter distância do veículo da frente ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Nublado ; Dupla ; Reta ; Sim ;3;0;2;0;1;0;2;2;-23,10506237;-46,56881577; SPRF-SP ; DEL03-SP ; UOP01-DEL03-SP 
502106;2023-01-28; sábado ; 22:30:00 ; MG ;381;384; SAO GONCALO DO RIO ABAIXO ; Avarias e/ou desgaste excessivo no pneu ; Tombamento ; Com Vítimas Feridas ; Plena Noite ; Decrescente ; Céu Claro ; Simples ; Curva ; Não ;1;0;1;0;0;0;1;1;-19,80675104;-43,4020021; SPRF-MG ; DEL01-MG ; UOP01-DEL01-MG 
502107;2023-01-30; segunda-feira ; 08:30:00 ; ES ;101;351,6; ANCHIETA ; Velocidade Incompatível ; Tombamento ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Simples ; Curva ; Não ;3;0;0;1;2;0;1;2;-20,665676;-40,655926; SPRF-ES ; DEL03-ES ; UOP01-DEL03-ES 
502109;2023-01-30; segunda-feira ; 08:10:00 ; PE ;101;42; IGARASSU ; Condutor deixou de manter distância do veículo da frente ; Colisão traseira ; Sem Vítimas ; Pleno dia ; Decrescente ; Céu Claro ; Múltipla ; Curva ; Sim ;2;0;0;0;2;0;0;2;-7,83561003;-34,91245866; SPRF-PE ; DEL01-PE ; UOP02-DEL01-PE 
502114;2023-01-30; segunda-feira ; 07:50:00 ; ES ;101;267,8; SERRA ; Desrespeitar a preferência no cruzamento ; Colisão lateral mesmo sentido ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Múltipla ; Não Informado ; Sim ;2;0;1;0;1;0;1;2;-20,19930999;-40,26884609; SPRF-ES ; DEL02-ES ; UOP01-DEL02-ES 
502117;2023-01-30; segunda-feira ; 08:00:00 ; SC ;101;327,2; CAPIVARI DE BAIXO ; Ausência de reação do condutor ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Dupla ; Não Informado ; Sim ;6;0;1;0;4;1;1;6;-28,43983646;-48,96282434; SPRF-SC ; DEL02-SC ; UOP01-DEL02-SC 
502118;2023-01-30; segunda-feira ; 09:30:00 ; SE ;101;15,3; SAO FRANCISCO ; Reação tardia ou ineficiente do condutor ; Colisão com objeto ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Dupla ; Não Informado ; Não ;1;0;1;0;0;0;1;1;-10,32028898;-36,89367839; SPRF-SE ; DEL02-SE ; UOP02-DEL02-SE 
502119;2023-01-30; segunda-feira ; 10:10:00 ; RJ ;116;143; DUQUE DE CAXIAS ; Manobra de mudança de faixa ; Colisão transversal ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Nublado ; Dupla ; Reta ; Sim ;2;0;1;0;1;0;1;2;-22,67167945;-43,279953; SPRF-RJ ; DEL01-RJ ; UOP01-DEL01-RJ 
502123;2023-01-30; segunda-feira ; 09:30:00 ; SC ;470;89; RODEIO ; Condutor deixou de manter distância do veículo da frente ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Simples ; Curva ; Não ;3;0;0;1;2;0;1;2;-26,961573;-49,371918; SPRF-SC ; DEL04-SC ; UOP01-DEL04-SC 
502133;2023-01-30; segunda-feira ; 11:30:00 ; MG ;40;438; PARAOPEBA ; Demais falhas mecânicas ou elétricas ; Incêndio ; Sem Vítimas ; Pleno dia ; Decrescente ; Nublado ; Dupla ; Não Informado ; Não ;1;0;0;0;1;0;0;1;-19,23100428;-44,43562244; SPRF-MG ; DEL02-MG ; UOP01-DEL02-MG 
502136;2023-01-30; segunda-feira ; 12:45:00 ; MG ;116;701,9; MURIAE ; Acessar a via sem observar a presença dos outros veículos ; Colisão transversal ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Sol ; Simples ; Não Informado ; Sim ;3;0;0;1;1;1;1;2;-21,12166461;-42,37988949; SPRF-MG ; DEL07-MG ; UOP02-DEL07-MG 
502141;2023-01-30; segunda-feira ; 12:15:00 ; PR ;158;530,5; PATO BRANCO ; Acessar a via sem observar a presença dos outros veículos ; Colisão transversal ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Nublado ; Simples ; Não Informado ; Não ;2;0;1;0;1;0;1;2;-26,1991991;-52,67511964; SPRF-PR ; DEL02-PR ; UOP01-DEL02-PR 
502145;2023-01-30; segunda-feira ; 08:40:00 ; RS ;116;54,4; VACARIA ; Transitar na contramão ; Colisão frontal ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Simples ; Curva ; Não ;2;0;0;1;1;0;1;2;-28,59804958;-51,03700876; SPRF-RS ; DEL05-RS ; UOP03-DEL05-RS 
502147;2023-01-30; segunda-feira ; 13:53:00 ; RS ;386;415; MONTENEGRO ; Demais falhas mecânicas ou elétricas ; Incêndio ; Sem Vítimas ; Pleno dia ; Crescente ; Sol ; Simples ; Reta ; Não ;1;0;0;0;1;0;0;1;-29,817522;-51,473202; SPRF-RS ; DEL01-RS ; UOP01-DEL01-RS 
